ASSERTION	AAEBAAIFAAAAAAAAAABA
RUN	scala.simulations.ObtenerZorros	obtenerzorros	1683897363554	 	3.3.1
USER	Usuario Estandar	10	START	1683897365244	1683897365244
USER	Usuario Estandar	15	START	1683897365246	1683897365246
USER	Usuario Avanzado	1003	START	1683897365353	1683897365353
USER	Usuario Estandar	25	START	1683897365354	1683897365354
USER	Usuario Estandar	17	START	1683897365246	1683897365246
USER	Usuario Estandar	22	START	1683897365247	1683897365247
USER	Usuario Estandar	7	START	1683897365237	1683897365237
USER	Usuario Estandar	27	START	1683897365355	1683897365355
USER	Usuario Estandar	26	START	1683897365355	1683897365355
USER	Usuario Estandar	29	START	1683897365356	1683897365356
USER	Usuario Estandar	28	START	1683897365356	1683897365356
USER	Usuario Estandar	32	START	1683897365356	1683897365356
USER	Usuario Estandar	33	START	1683897365357	1683897365357
USER	Usuario Estandar	5	START	1683897365237	1683897365237
USER	Usuario Estandar	35	START	1683897365357	1683897365357
USER	Usuario Estandar	36	START	1683897365358	1683897365358
USER	Usuario Estandar	37	START	1683897365358	1683897365358
USER	Usuario Estandar	38	START	1683897365358	1683897365358
USER	Usuario Estandar	30	START	1683897365356	1683897365356
USER	Usuario Estandar	40	START	1683897365358	1683897365358
USER	Usuario Estandar	41	START	1683897365359	1683897365359
USER	Usuario Estandar	39	START	1683897365358	1683897365358
USER	Usuario Estandar	44	START	1683897365359	1683897365359
USER	Usuario Estandar	43	START	1683897365359	1683897365359
USER	Usuario Estandar	45	START	1683897365359	1683897365359
USER	Usuario Estandar	47	START	1683897365360	1683897365360
USER	Usuario Estandar	46	START	1683897365360	1683897365360
USER	Usuario Estandar	42	START	1683897365359	1683897365359
USER	Usuario Estandar	48	START	1683897365360	1683897365360
USER	Usuario Estandar	49	START	1683897365360	1683897365360
USER	Usuario Estandar	50	START	1683897365360	1683897365360
USER	Usuario Estandar	51	START	1683897365360	1683897365360
USER	Usuario Estandar	52	START	1683897365361	1683897365361
USER	Usuario Estandar	53	START	1683897365361	1683897365361
USER	Usuario Estandar	54	START	1683897365361	1683897365361
USER	Usuario Estandar	55	START	1683897365361	1683897365361
USER	Usuario Estandar	56	START	1683897365361	1683897365361
USER	Usuario Estandar	57	START	1683897365361	1683897365361
USER	Usuario Estandar	59	START	1683897365361	1683897365361
USER	Usuario Estandar	58	START	1683897365361	1683897365361
USER	Usuario Estandar	31	START	1683897365356	1683897365356
USER	Usuario Estandar	60	START	1683897365361	1683897365361
USER	Usuario Estandar	34	START	1683897365357	1683897365357
USER	Usuario Estandar	62	START	1683897365362	1683897365362
USER	Usuario Estandar	64	START	1683897365362	1683897365362
USER	Usuario Estandar	65	START	1683897365362	1683897365362
USER	Usuario Estandar	67	START	1683897365362	1683897365362
USER	Usuario Estandar	61	START	1683897365362	1683897365362
USER	Usuario Estandar	68	START	1683897365363	1683897365363
USER	Usuario Estandar	66	START	1683897365362	1683897365362
USER	Usuario Estandar	69	START	1683897365363	1683897365363
USER	Usuario Estandar	63	START	1683897365362	1683897365362
USER	Usuario Estandar	70	START	1683897365366	1683897365366
USER	Usuario Estandar	72	START	1683897365366	1683897365366
USER	Usuario Estandar	73	START	1683897365366	1683897365366
USER	Usuario Estandar	74	START	1683897365366	1683897365366
USER	Usuario Estandar	75	START	1683897365366	1683897365366
USER	Usuario Estandar	77	START	1683897365366	1683897365366
USER	Usuario Estandar	76	START	1683897365366	1683897365366
USER	Usuario Estandar	78	START	1683897365367	1683897365367
USER	Usuario Estandar	80	START	1683897365367	1683897365367
USER	Usuario Estandar	79	START	1683897365367	1683897365367
USER	Usuario Estandar	81	START	1683897365367	1683897365367
USER	Usuario Estandar	83	START	1683897365367	1683897365367
USER	Usuario Estandar	84	START	1683897365367	1683897365367
USER	Usuario Estandar	82	START	1683897365367	1683897365367
USER	Usuario Estandar	87	START	1683897365368	1683897365368
USER	Usuario Estandar	86	START	1683897365368	1683897365368
USER	Usuario Estandar	71	START	1683897365366	1683897365366
USER	Usuario Estandar	21	START	1683897365247	1683897365247
USER	Usuario Estandar	16	START	1683897365246	1683897365246
USER	Usuario Estandar	85	START	1683897365368	1683897365368
USER	Usuario Estandar	20	START	1683897365247	1683897365247
USER	Usuario Estandar	90	START	1683897365368	1683897365368
USER	Usuario Estandar	91	START	1683897365368	1683897365368
USER	Usuario Estandar	93	START	1683897365369	1683897365369
USER	Usuario Estandar	92	START	1683897365368	1683897365368
USER	Usuario Estandar	96	START	1683897365369	1683897365369
USER	Usuario Estandar	97	START	1683897365369	1683897365369
USER	Usuario Estandar	94	START	1683897365369	1683897365369
USER	Usuario Estandar	95	START	1683897365369	1683897365369
USER	Usuario Estandar	98	START	1683897365369	1683897365369
USER	Usuario Estandar	3	START	1683897365236	1683897365236
USER	Usuario Estandar	100	START	1683897365369	1683897365369
USER	Usuario Estandar	99	START	1683897365369	1683897365369
USER	Usuario Estandar	102	START	1683897365369	1683897365369
USER	Usuario Estandar	103	START	1683897365369	1683897365369
USER	Usuario Estandar	12	START	1683897365244	1683897365244
USER	Usuario Estandar	104	START	1683897365369	1683897365369
USER	Usuario Estandar	105	START	1683897365369	1683897365369
USER	Usuario Estandar	110	START	1683897365370	1683897365370
USER	Usuario Estandar	101	START	1683897365369	1683897365369
USER	Usuario Estandar	106	START	1683897365369	1683897365369
USER	Usuario Estandar	111	START	1683897365370	1683897365370
USER	Usuario Estandar	114	START	1683897365371	1683897365371
USER	Usuario Estandar	115	START	1683897365371	1683897365371
USER	Usuario Estandar	108	START	1683897365370	1683897365370
USER	Usuario Estandar	112	START	1683897365370	1683897365370
USER	Usuario Estandar	117	START	1683897365371	1683897365371
USER	Usuario Estandar	116	START	1683897365371	1683897365371
USER	Usuario Estandar	118	START	1683897365371	1683897365371
USER	Usuario Estandar	119	START	1683897365371	1683897365371
USER	Usuario Estandar	2	START	1683897365236	1683897365236
USER	Usuario Estandar	122	START	1683897365371	1683897365371
USER	Usuario Estandar	123	START	1683897365371	1683897365371
USER	Usuario Estandar	121	START	1683897365371	1683897365371
USER	Usuario Estandar	120	START	1683897365371	1683897365371
USER	Usuario Estandar	125	START	1683897365372	1683897365372
USER	Usuario Estandar	127	START	1683897365372	1683897365372
USER	Usuario Estandar	128	START	1683897365372	1683897365372
USER	Usuario Estandar	126	START	1683897365372	1683897365372
USER	Usuario Estandar	129	START	1683897365372	1683897365372
USER	Usuario Estandar	130	START	1683897365372	1683897365372
USER	Usuario Estandar	131	START	1683897365372	1683897365372
USER	Usuario Estandar	132	START	1683897365372	1683897365372
USER	Usuario Estandar	135	START	1683897365372	1683897365372
USER	Usuario Estandar	134	START	1683897365372	1683897365372
USER	Usuario Estandar	133	START	1683897365372	1683897365372
USER	Usuario Estandar	138	START	1683897365373	1683897365373
USER	Usuario Estandar	139	START	1683897365373	1683897365373
USER	Usuario Estandar	136	START	1683897365373	1683897365373
USER	Usuario Estandar	124	START	1683897365371	1683897365371
USER	Usuario Estandar	140	START	1683897365373	1683897365373
USER	Usuario Estandar	142	START	1683897365373	1683897365373
USER	Usuario Estandar	143	START	1683897365374	1683897365374
USER	Usuario Estandar	144	START	1683897365374	1683897365374
USER	Usuario Estandar	141	START	1683897365373	1683897365373
USER	Usuario Estandar	137	START	1683897365373	1683897365373
USER	Usuario Estandar	145	START	1683897365374	1683897365374
USER	Usuario Estandar	146	START	1683897365374	1683897365374
USER	Usuario Estandar	149	START	1683897365374	1683897365374
USER	Usuario Estandar	150	START	1683897365374	1683897365374
USER	Usuario Estandar	151	START	1683897365374	1683897365374
USER	Usuario Estandar	152	START	1683897365374	1683897365374
USER	Usuario Estandar	154	START	1683897365374	1683897365374
USER	Usuario Estandar	155	START	1683897365374	1683897365374
USER	Usuario Estandar	153	START	1683897365374	1683897365374
USER	Usuario Estandar	156	START	1683897365375	1683897365375
USER	Usuario Estandar	157	START	1683897365375	1683897365375
USER	Usuario Estandar	158	START	1683897365375	1683897365375
USER	Usuario Estandar	160	START	1683897365375	1683897365375
USER	Usuario Estandar	159	START	1683897365375	1683897365375
USER	Usuario Estandar	161	START	1683897365375	1683897365375
USER	Usuario Estandar	163	START	1683897365375	1683897365375
USER	Usuario Estandar	162	START	1683897365375	1683897365375
USER	Usuario Estandar	148	START	1683897365374	1683897365374
