ASSERTION	AAEBAAIFAAAAAAAAAAAA
RUN	scala.simulations.ObtenerZorros	obtenerzorros	1683907228716	 	3.3.1
USER	Usuario Estandar	196	START	1683907230687	1683907230687
USER	Usuario Estandar	199	START	1683907230687	1683907230687
USER	Usuario Estandar	198	START	1683907230687	1683907230687
USER	Usuario Estandar	200	START	1683907230687	1683907230687
USER	Usuario Estandar	185	START	1683907230686	1683907230686
USER	Usuario Estandar	201	START	1683907230687	1683907230687
USER	Usuario Estandar	202	START	1683907230687	1683907230687
USER	Usuario Estandar	203	START	1683907230687	1683907230687
USER	Usuario Estandar	204	START	1683907230688	1683907230688
USER	Usuario Estandar	17	START	1683907230581	1683907230581
USER	Usuario Estandar	205	START	1683907230688	1683907230688
USER	Usuario Estandar	197	START	1683907230687	1683907230687
USER	Usuario Estandar	7	START	1683907230572	1683907230572
USER	Usuario Estandar	188	START	1683907230686	1683907230686
USER	Usuario Estandar	207	START	1683907230688	1683907230688
USER	Usuario Estandar	206	START	1683907230688	1683907230688
USER	Usuario Estandar	212	START	1683907230688	1683907230688
USER	Usuario Estandar	209	START	1683907230688	1683907230688
USER	Usuario Estandar	215	START	1683907230688	1683907230688
USER	Usuario Estandar	216	START	1683907230688	1683907230688
USER	Usuario Estandar	213	START	1683907230688	1683907230688
USER	Usuario Estandar	217	START	1683907230689	1683907230689
USER	Usuario Estandar	219	START	1683907230689	1683907230689
USER	Usuario Estandar	221	START	1683907230689	1683907230689
USER	Usuario Estandar	222	START	1683907230689	1683907230689
USER	Usuario Estandar	223	START	1683907230689	1683907230689
USER	Usuario Estandar	224	START	1683907230689	1683907230689
USER	Usuario Estandar	225	START	1683907230689	1683907230689
USER	Usuario Estandar	226	START	1683907230690	1683907230690
USER	Usuario Estandar	227	START	1683907230690	1683907230690
USER	Usuario Estandar	228	START	1683907230690	1683907230690
USER	Usuario Estandar	229	START	1683907230690	1683907230690
USER	Usuario Estandar	230	START	1683907230690	1683907230690
USER	Usuario Estandar	231	START	1683907230690	1683907230690
USER	Usuario Estandar	16	START	1683907230581	1683907230581
USER	Usuario Estandar	234	START	1683907230691	1683907230691
USER	Usuario Estandar	232	START	1683907230690	1683907230690
USER	Usuario Estandar	233	START	1683907230691	1683907230691
USER	Usuario Estandar	237	START	1683907230692	1683907230692
USER	Usuario Estandar	238	START	1683907230692	1683907230692
USER	Usuario Estandar	236	START	1683907230691	1683907230691
USER	Usuario Estandar	239	START	1683907230693	1683907230693
USER	Usuario Estandar	241	START	1683907230693	1683907230693
USER	Usuario Estandar	242	START	1683907230693	1683907230693
USER	Usuario Estandar	243	START	1683907230694	1683907230694
USER	Usuario Estandar	240	START	1683907230693	1683907230693
USER	Usuario Estandar	245	START	1683907230694	1683907230694
